  0.0000000e+000  6.8392770e-002  6.5950170e-002 -5.7983400e-002  4.7020030e-002
  2.0000000e-003 -2.0202640e-001  1.3861750e-001 -6.5307620e-002  8.7933560e-002
  4.0000000e-003  5.4347830e-002 -4.4555660e-002 -2.0324710e-001 -2.1362300e-002
  6.0000000e-003  5.1905230e-001 -1.0986330e-002  2.9921840e-002 -3.4179690e-002
  8.0000000e-003 -3.8208010e-001  1.0381040e-002 -3.1066890e-001  2.8700540e-002
  1.0000000e-002 -1.9409180e-001 -7.4462890e-002 -2.2094730e-001 -2.8686520e-002
  1.2000000e-002 -7.1411130e-002 -7.3852540e-002  1.3312160e-001 -1.8310550e-002
  1.4000000e-002  4.3234000e-001 -1.8310550e-003 -2.3132320e-001 -1.2817380e-002
  1.6000000e-002  9.4650700e-002 -2.9907230e-002 -2.0507810e-001 -7.9345700e-003
  1.8000000e-002 -1.5747070e-001 -3.4179690e-002 -2.0385740e-001 -3.0517580e-002
  2.0000000e-002  2.4425990e-002 -6.7138670e-003 -1.4892580e-001  4.8851980e-002
  2.2000000e-002  1.9907180e-001  8.9765500e-002  6.2896920e-002 -2.8076170e-002
  2.4000000e-002 -2.9296880e-002 -4.8828130e-003 -2.1545410e-001  7.9384460e-003
  2.6000000e-002  1.7342450e-001  1.7708840e-002 -9.4604490e-002  7.3277970e-003
  2.8000000e-002  1.4411330e-001  0.0000000e+000 -1.5258790e-002  2.1372740e-002
  3.0000000e-002  4.7630680e-002 -3.9062500e-002 -7.9956050e-002 -5.9204100e-002
  3.2000000e-002 -2.4414060e-002 -3.4179690e-002  1.8869080e-001  1.5266240e-002
  3.4000000e-002  2.5647290e-002  7.9384460e-003  2.4853440e-001  2.4425990e-003
  3.6000000e-002 -1.3977050e-001 -2.8076170e-002  1.5449440e-001 -3.9062500e-002
  3.8000000e-002  4.3356130e-002 -6.1645510e-002  1.5327310e-001 -4.7607420e-002
  4.0000000e-002  2.6257940e-001 -5.2490230e-002  1.1113830e-001 -9.7656250e-003
  4.2000000e-002 -2.4536130e-001 -1.5869140e-002 -3.6010740e-002 -2.5634770e-002
  4.4000000e-002 -1.1596680e-001 -2.1362300e-002 -1.5014650e-001 -5.2490230e-002
  4.6000000e-002  3.0532490e-002 -2.4414060e-002 -1.4709470e-001 -3.6621090e-003
  4.8000000e-002 -2.3193360e-001  1.6487540e-002 -1.5014650e-001  3.7249630e-002
  5.0000000e-002 -2.0446780e-001  7.4499260e-002 -9.9487300e-002  4.2134830e-002
  5.2000000e-002  4.5188080e-002  5.6790430e-002 -2.6855470e-001  2.3204690e-002
  5.4000000e-002 -8.1176760e-002 -5.4931640e-003 -1.4282230e-001  2.3204690e-002
  5.6000000e-002 -9.7656250e-002  9.0986800e-002  1.8930140e-002 -6.1035160e-003
  5.8000000e-002  7.3888610e-002  3.2364440e-002  1.5449440e-001 -1.8310550e-003
  6.0000000e-002 -1.9775390e-001 -7.1411130e-002  4.0302880e-002  1.7098190e-002
  6.2000000e-002  6.9614070e-002 -5.3710940e-002  4.3356130e-002 -3.7841800e-002
  6.4000000e-002  1.2335120e-001 -9.7045900e-002  5.4958470e-003 -4.0283200e-002
  6.6000000e-002 -2.5268550e-001 -1.0681150e-001 -1.2268070e-001  1.8319490e-002
  6.8000000e-002  6.5339520e-002 -9.7656250e-003 -2.1118160e-001 -1.0131840e-001
  7.0000000e-002  2.6929650e-001 -6.8359380e-002  9.4040050e-002  2.8700540e-002
  7.2000000e-002 -1.6784670e-001  1.4228140e-001  2.5647290e-002  4.2745480e-002
  7.4000000e-002  1.0991700e-001  9.0986800e-002 -6.2866210e-002  3.1143140e-002
  7.6000000e-002  6.4118220e-002 -5.0048830e-002  4.8851980e-003  3.9081580e-002
  7.8000000e-002 -1.0070800e-001  1.0075720e-001 -4.4189450e-001  5.4958470e-003
  8.0000000e-002  1.3678550e-001 -3.9672850e-002 -1.9470210e-001 -1.0986330e-002
  8.2000000e-002 -7.0190430e-002 -6.2866210e-002  1.5449440e-001  4.7630680e-002
  8.4000000e-002 -6.7138670e-003  1.3800680e-001  4.0302880e-002  8.5490960e-003
  8.6000000e-002 -1.1413570e-001 -5.9814450e-002 -8.5449220e-002 -3.7841800e-002
  8.8000000e-002 -1.8920900e-002 -1.6601560e-001 -1.6540530e-001 -5.0048830e-002
  9.0000000e-002  2.5464090e-001  2.2594040e-002 -1.5258790e-001 -6.5307620e-002
  9.2000000e-002  2.5586220e-001 -6.7749020e-002 -1.4099120e-001 -7.2631840e-002
  9.4000000e-002 -1.2146000e-001 -1.1901860e-001  2.8089890e-002  1.2212990e-003
  9.6000000e-002  1.7098190e-002  1.4472400e-001  1.0991700e-001  4.2745480e-003
  9.8000000e-002 -1.4038090e-001 -4.2114260e-002  8.7322910e-002  5.1294580e-002
  1.0000000e-001  1.4044940e-001  6.1064980e-003  1.9479720e-001  3.7860280e-002
  1.0200000e-001  6.5278460e-001  1.6609670e-001  1.6915000e-001  5.1905230e-002
  1.0400000e-001 -1.4648440e-002  6.1064970e-004  1.0991700e-001  6.9614070e-002
  1.0600000e-001  1.9907180e-001  9.4040050e-002 -7.0190430e-002 -2.4414060e-002
  1.0800000e-001 -1.5319820e-001 -8.7890630e-002 -1.8249510e-001 -9.3994140e-002
  1.1000000e-001 -4.1442870e-001 -1.7456050e-001  7.8773810e-002  2.3815340e-002
  1.1200000e-001  1.4533460e-001  1.0258920e-001  9.0986800e-002 -5.6152340e-002
  1.1400000e-001  3.4074250e-001 -1.6479490e-001  5.1905230e-002 -2.3803710e-002
  1.1600000e-001 -4.2419430e-001 -8.9111330e-002  7.0224720e-002  1.3434290e-002
  1.1800000e-001  1.3373230e-001  1.5144110e-001  1.2212990e-003 -5.5541990e-002
  1.2000000e-001  1.7037130e-001 -1.5014650e-001 -2.3437500e-001 -6.1645510e-002
  1.2200000e-001  7.5109910e-002 -6.5307620e-002 -1.3854980e-001 -2.1972660e-002
  1.2400000e-001  3.6028330e-001  1.7586710e-001 -2.0874020e-001  2.0151440e-002
  1.2600000e-001 -4.5776370e-002 -6.2866210e-002 -2.4963380e-001  2.6868590e-002
  1.2800000e-001  4.8241320e-002  9.7703950e-003  9.6482650e-002 -3.0517580e-003
  1.3000000e-001  1.2213000e-002  1.4044940e-001  2.1800200e-001  7.6941860e-002
  1.3200000e-001  2.8883730e-001  3.0532490e-002 -3.7231450e-002  3.8470930e-002
  1.3400000e-001 -9.7656250e-003 -5.9204100e-002  1.4960920e-001 -3.5400390e-002
  1.3600000e-001 -3.2958980e-002  1.1602340e-002  2.2105520e-001  5.9233020e-002
  1.3800000e-001  7.3277970e-003  1.1602340e-002 -6.1035160e-004 -3.5400390e-002
  1.4000000e-001 -2.7954100e-001 -1.6479490e-001  9.7703960e-002 -7.7514650e-002
  1.4200000e-001  9.3429400e-002  4.2745480e-003  1.0808500e-001 -2.9296880e-002
