0.000984	1.225259	0.612721
0.000795	1.316022	0.700090
0.000463	1.139775	0.835996
0.007231	1.044919	0.780557
0.001834	0.982577	0.790704
0.000857	1.388092	0.674125
0.000022	1.460890	0.061534
0.000566	0.005747	1.426024
0.000245	0.010352	1.420155
0.000991	1.117253	0.641679
0.011225	0.001657	1.156875
0.559988	0.003314	0.918355
0.244722	0.817939	0.580381
0.000019	0.050056	1.216013
0.011847	0.568028	0.889257
0.042763	1.355597	0.000843
0.011301	0.920288	0.941941
0.009253	1.454954	0.029097
0.015157	1.357453	0.011289
0.007006	0.000923	1.237726
0.001136	1.269719	0.056296
0.003720	1.200134	0.254305
0.010083	1.049527	0.405208
0.562452	0.797453	0.522167
0.009858	1.309959	0.024484
0.002608	0.001897	1.167806
0.508780	0.682368	0.727909
0.024246	0.840928	0.657492
0.009205	1.258078	0.074992
0.009759	1.490027	0.006426
0.000331	1.406357	0.079093
0.305687	0.000009	1.395156
0.065272	0.702443	0.829762
1.300348	0.000066	0.000962
0.015975	1.231460	0.004077
0.010485	0.987306	0.471028
0.011308	1.064774	0.064043
1.481604	0.222357	0.000011
0.221267	0.000020	1.175033
0.020009	0.905957	0.556792
0.002246	0.002768	1.184419
0.621197	0.001065	0.856249
0.308509	0.000268	1.018944
0.073684	0.000060	1.047619
0.759221	0.000005	0.760310
0.881826	0.530452	0.000256
0.563504	0.867969	0.000777
0.553576	0.855547	0.005453
0.128733	0.698077	0.715117
1.069683	0.044387	0.000189
0.543692	0.875100	0.000577
0.036871	0.540062	0.904847
0.634115	0.000008	0.857527
0.006665	0.286031	1.021886
0.892787	0.296623	0.399672
0.156836	0.477293	0.887430
0.980032	0.299545	0.001775
1.019778	0.001680	0.095364
0.084036	0.491024	0.883103
0.022752	0.000597	1.101823
0.000685	0.015511	1.028633
0.284056	0.988240	0.001955
0.387922	0.941032	0.003766
1.025336	0.000144	0.028374
0.154561	0.561912	0.848667
0.233570	1.052075	0.000063
0.152938	0.911368	0.413729
0.121792	0.712268	0.731889
0.023196	1.012868	0.003554
1.041768	0.000768	0.025658
0.531376	0.890671	0.001154
0.944193	0.366050	0.031549
0.815094	0.639293	0.006615
0.504940	0.894721	0.009536
0.097414	0.000156	1.021794
0.494364	0.000850	0.924970
0.225099	0.143076	0.977961
0.665949	0.815529	0.000274
0.678582	0.751067	0.100145
1.085132	0.001671	0.000127
1.033603	0.033339	0.000220
0.016700	0.097179	1.011651
0.817345	0.608378	0.001157
1.031092	0.002453	0.000673
0.599736	0.808763	0.203950
0.789133	0.422664	0.490989
0.016934	0.001264	1.016265
0.621540	0.838229	0.000456
0.592609	0.001463	0.831172
0.928781	0.001592	0.415404
0.673553	0.084694	0.758898
0.695750	0.733240	0.074814
0.315087	0.000540	0.965805
0.700193	0.737970	0.007760
0.155637	0.625627	0.785963
0.070200	0.830721	0.624998
0.652654	0.691985	0.395282
0.933936	0.389658	0.000443
0.632019	0.000583	0.790395
0.687274	0.000614	0.759475
1.014042	0.014836	0.000252
0.321907	0.979719	0.000652
0.721170	0.000593	0.721530
0.329179	0.493525	0.820841
0.432019	0.477197	0.790923
0.339304	0.339882	0.901737
0.424086	0.897756	0.230239
0.965217	0.000067	0.346490
0.097710	1.043124	0.000160
0.053412	0.312394	0.975201
0.094409	0.695287	0.788914
0.444410	0.455517	0.785352
0.362909	0.002803	0.946117
0.479907	0.479974	0.749570
0.710477	0.001674	0.712057
0.336911	0.002085	0.947220
1.043192	0.000063	0.027467
1.106875	0.000086	0.000710
0.903364	0.000428	0.490744
1.042295	0.000106	0.000384
0.201757	0.434489	0.900529
0.287782	0.043140	0.970916
0.800688	0.000055	0.657442
0.152610	0.177758	0.980686
0.715195	0.717656	0.000278
0.484214	0.360958	0.825017
0.888312	0.026052	0.478700
0.001973	0.000705	1.343263
0.000044	0.000014	1.443904
0.000015	0.000000	1.603346
0.001331	0.001705	1.334130
0.008959	0.963627	0.632969
0.026540	0.813376	0.878436
0.768241	0.596607	0.542910
0.526121	0.836092	0.500230
0.078731	0.930578	0.546744
0.076098	1.269084	0.001844
0.851889	0.484184	0.454182
0.178296	1.008634	0.362522
0.052671	0.978583	0.479240
0.565022	0.723958	0.563096
0.011774	0.000234	1.249558
0.782459	0.483756	0.654654
0.781923	0.675457	0.031479
0.389464	0.569483	0.786977
0.046747	0.741394	0.855142
